Retailer,StoreID,StoreName,StoreAddress,StoreCity,StoreState,Zipcode,Country,Latitude,Longitude,Phone
"Jollibee GrabFood","2-C3NCTGCFAT2ZLJ","Jollibee - La Union 2 SFE","Greenwich, Quezon Avenue, Barangay III, San Fernando, La Union, Ilocos Region, 2500, Philippines","San Fernando","LUN","2500","PH","16.61794972","120.3170582",
"Jollibee GrabFood","2-C3NCVNJ1GAL3TJ","Jollibee - Sevilla La Union","Quezon Avenue, Sevilla, Sagayad, San Fernando, La Union, Ilocos Region, 2500, Philippines","San Fernando","LUN","2500","PH","16.60211158","120.3182245",
"Jollibee GrabFood","2-C623TF6WWAAGTJ","Jollibee - Lingsat","Jollibee, Doctor A. Martinez Street, Catalan Compound, San Fernando, La Union, Ilocos Region, 2500, Philippines","San Fernando","LUN","2500","PH","16.63677","120.31201",
"Jollibee GrabFood","2-C2XBJ2X2A7LHWA","Jollibee - Bocaue","Jollibee, MacArthur Highway, Lolomboy, Bocaue, Bulacan, Central Luzon, 3018, Philippines","Bocaue","BUL","3018","PH","14.781297","120.93486",
"Jollibee GrabFood","2-C65JHAMFTBE2GN","Jollibee - Marilao Patubig","NLEX Road Extension, Patubig, Marilao, Bulacan, Central Luzon, 3019, Philippines","Marilao","BUL","3019","PH","14.776255","120.959167",
"Jollibee GrabFood","2-CZE2NJDEGED3NN","Jollibee - Cebu Emall","Jollibee, Natalio Bacalso Avenue, Pailob, Pahina Central, Cebu City, Central Visayas, 6000, Philippines","Cebu City","NCR","6000","PH","10.298494","123.89521",
"Jollibee GrabFood","2-CY2GPCDZE3NDLN","Jollibee - Cebu Colon","Osmena Boulevard, Kalubihan, Cebu City, Central Visayas, 6000, Philippines","Cebu City","NCR","6000","PH","10.2961053","123.8986426",
"Jollibee GrabFood","2-CZCYL36CSBKTME","Jollibee - Cebu Sto. Nino","Jollibee, Osmena Boulevard, San Roque, Cebu City, Central Visayas, 6000, Philippines","Cebu City","NCR","6000","PH","10.294778","123.902068",
"Jollibee GrabFood","2-CZC3WEX2TXAWWE","Jollibee - Cebu Leon Kilat","A. Borromeo Street, Pailob, Pahina Central, Cebu City, Central Visayas, 6000, Philippines","Cebu City","NCR","6000","PH","10.295708012508","123.89627926682",
"Jollibee GrabFood","2-CZC3WEX2TU6FCA","Jollibee - Cebu Oriente","Jollibee, Colon Street, Kalubihan, Cebu City, Central Visayas, 6000, Philippines","Cebu City","NCR","6000","PH","10.296667","123.899439",
"Jollibee GrabFood","2-CYNBN2CUTXBZA6","Jollibee - Cebu Jones","Jollibee, Osmena Boulevard, Pailob, Santa Cruz, Cebu City, Central Visayas, 6000, Philippines","Cebu City","NCR","6000","PH","10.30707","123.894327",
"Jollibee GrabFood","2-C4EVEU6XET2BGJ","Jollibee - San Mateo Plaza","Concepcion Street, Santa Ana, San Mateo, Rizal, Calabarzon, 1631, Philippines","San Mateo","RIZ","1631","PH","14.694072","121.11743",
"Jollibee GrabFood","2-C2AVNJJVERABRT","Jollibee - SM San Mateo","SM City San Mateo, General A. Luna Street, Putol, San Mateo, Rizal, Calabarzon, 1631, Philippines","San Mateo","RIZ","1631","PH","14.679752770625","121.11442013333",
"Jollibee GrabFood","2-C7AHBE3VJZNBGX","Jollibee - Ampid","Saint Paul Street, Felicidad Village 3, San Mateo, Rizal, Calabarzon, 1631, Philippines","San Mateo","RIZ","1631","PH","14.67834918","121.1121168",
"Jollibee GrabFood","2-CY2CR65TGCLGAA","Jollibee - Batasan-San Mateo Road","Red Ribbon, San Mateo Road, Talanay, Batasan Hills, 2nd District, Quezon City, Eastern Manila District, Metro Manila, 1126, Philippines","Quezon City","NCR","1126","PH","14.684586","121.104611",
"Jollibee GrabFood","2-C4BFAAVBAJV3N6","Jollibee - Pandan","Magalang-Angeles Road, Dona Belen Subdivision, Ninoy Aquino, Pandan, Angeles, Central Luzon, 2009, Philippines","Angeles","PAM","2009","PH","15.15346389","120.6047813",
"Jollibee GrabFood","2-C7AUMATHBE5DE2","Jollibee - Infinity","Pacific Drive, The Infinity, Ninoy Aquino, Pulung Cacutud, Angeles, Central Luzon, 2009, Philippines","Angeles","PAM","2009","PH","15.164224751018","120.60693840461",
"Jollibee GrabFood","2-CZD2E23KRACXTT","Jollibee - AUF","MacArthur Highway, Dona Belen Subdivision, Ninoy Aquino, Pandan, Angeles, Central Luzon, 2009, Philippines","Angeles","PAM","2009","PH","15.14475238","120.5955122",
"Jollibee GrabFood","2-CZJBJU4CGFTTTA","Jollibee - Ayala Marquee","Marquee Mall, Don Aniceto Gueco Avenue, Pulung Maragul, Ninoy Aquino, Pulung Cacutud, Angeles, Central Luzon, 2009, Philippines","Angeles","PAM","2009","PH","15.16356341","120.6092066",
"Jollibee GrabFood","2-C2UTG3KVVKVACX","Jollibee - Mexico","RePhil, Jose Abad Santos Avenue, Tinajero, Mexico, Pampanga, Central Luzon, 2021, Philippines","Mexico","PAM","2021","PH","15.0629","120.7197",
"Jollibee GrabFood","2-C2CDVT4URGMDLT","Jollibee - SM City Pampanga Annex","McDonalds, Jose Abad Santos Avenue, San Fernando, Pampanga, Central Luzon, 2000, Philippines","San Fernando","PAM","2000","PH","15.05205897","120.6977773",
"Jollibee GrabFood","2-C2CDVT4UN75AJ2","Jollibee - SM City Pampanga","SM City Pampanga, Jose Abad Santos Avenue, East Gate Village, San Fernando, Pampanga, Central Luzon, 2000, Philippines","San Fernando","PAM","2000","PH","15.052064","120.699675",
"Jollibee GrabFood","2-C4LALK3JRE5TNT","Jollibee - Lores Antipolo","M. L. Quezon Extension, Gloria Heights, San Roque, Antipolo, Rizal, Calabarzon, 1880, Philippines","Antipolo","RIZ","1880","PH","14.573641","121.177124",
"Jollibee GrabFood","2-CZLHCAUYV72DNE","Jollibee - Antipolo Shopwise","Shopwise, San Roque, Antipolo, Rizal, Calabarzon, 1870, Philippines","Antipolo","RIZ","1870","PH","14.581203","121.175728",
"Jollibee GrabFood","2-CY2CR65TC3WULE","Jollibee - Antipolo Circumferential","Jollibee, Jollibee Drive Thru, San Jose, Antipolo, Rizal, Calabarzon, 1670, Philippines","Antipolo","RIZ","1670","PH","14.581409","121.179363",
"Jollibee GrabFood","2-CY2CR65KAXJ3AJ","Jollibee - Antipolo Capitol","Jollibee, Jollibee Drive Thru, Grand Heights, San Roque, Antipolo, Rizal, Calabarzon, 1910, Philippines","Antipolo","RIZ","1910","PH","14.583199","121.168556",
"Jollibee GrabFood","2-CZDEV76BTEVGCE","Jollibee - Lores","M. L. Quezon Extension, Gloria Heights, San Roque, Antipolo, Rizal, Calabarzon, 1880, Philippines","Antipolo","RIZ","1880","PH","14.57346","121.1772",
"Jollibee GrabFood","2-CY2CR65HVZKKJ6","Jollibee - Antipolo Bayan","M. L. Quezon Street, San Roque, Antipolo, Rizal, Calabarzon, 1910, Philippines","Antipolo","RIZ","1910","PH","14.5855654","121.17565042",
"Jollibee GrabFood","2-C4BEVTVWHBBJRX","Jollibee - Deparo Bagumbong","Bagumbong Road, Bagumbong, Zone 15, Caybiga, District 1, Caloocan, Northern Manila District, Metro Manila, 1421, Philippines","Caloocan","NCR","1421","PH","14.752307","121.016983",
"Jollibee GrabFood","2-C6WHCNLXFAXFGJ","Jollibee - SM Caloocan","SM City Caloocan, Malapitan Road, Bagumbong, Zone 15, District 1, Caloocan, Northern Manila District, Metro Manila, 1421, Philippines","Caloocan","NCR","1421","PH","14.75090715","121.0194941",
"Jollibee GrabFood","2-CY2CR65KTREBJ2","Jollibee - Puregold Deparo","Puregold, Deparo Road, Deparo, Zone 15, Caybiga, District 1, Caloocan, Northern Manila District, Metro Manila, 1420, Philippines","Caloocan","NCR","1420","PH","14.741107557953","121.02359242576",
"Jollibee GrabFood","2-C4E2EXCZR7NJME","Jollibee - Vicas Camarin Drive Thru","Jollibee, Camarin Road, Barangay 173, Zone 15, Camarin, District 1, Caloocan, Northern Manila District, Metro Manila, 1421, Philippines","Caloocan","NCR","1421","PH","14.74786333","121.0365788",
"Jollibee GrabFood","2-CZADRF6CCA4HJA","Jollibee - Happy Go Mall","Happy Go Shopping Mall Bignay, Sitio Gulod Street, Bignay, 1st District, Valenzuela, Northern Manila District, Metro Manila, 1447, Philippines","Valenzuela","NCR","1447","PH","14.746598","120.995838",
"Jollibee GrabFood","2-CZC1EZEYACBTCX","Jollibee - Raon","Raon Shopping Center, 601, Quezon Boulevard, 307, Quiapo, Third District, Manila, Capital District, Metro Manila, 1001, Philippines","Manila","NCR","1001","PH","14.600723","120.984396",
"Jollibee GrabFood","2-CY2CR65JLT6VL2","Jollibee - Manila City Plaza","Manila City Plaza, Carriedo Street, 307, Quiapo, Third District, Manila, Capital District, Metro Manila, 1001, Philippines","Manila","NCR","1001","PH","14.598458","120.983339",
"Jollibee GrabFood","2-CY2CR65JEKABTN","Jollibee - Carriedo","Gazzaz Shopping Plaza, 651,653, P. Gomez Street, 307, Quiapo, Third District, Manila, Capital District, Metro Manila, 1001, Philippines","Manila","NCR","1001","PH","14.598918","120.982287",
"Jollibee GrabFood","2-CYM1WAKEJ2CVNN","Jollibee - Recto Maxim","FFL General Merchandise, 1803, C. M. Recto Avenue, Sampaloc, Fourth District, Manila, Capital District, Metro Manila, 1008, Philippines","Manila","NCR","1008","PH","14.603064","120.985655",
"Jollibee GrabFood","2-C6TEGAJWV6VVJ2","Jollibee - Rizal Avenue","Doroteo Jose, Rizal Avenue, Barangay 313, Santa Cruz, Third District, Manila, Capital District, Metro Manila, 1003, Philippines","Manila","NCR","1003","PH","14.605267","120.981939",
"Jollibee GrabFood","2-CYMVWGDVT7JJEE","Jollibee - JT Centrale cor. Felix Huertas St.","7-Eleven, Felix Huertas Street, Santa Cruz, Third District, Manila, Capital District, Metro Manila, 1003, Philippines","Manila","NCR","1003","PH","14.60745165","120.9838525",
"Jollibee GrabFood","2-CY2CR65KJ4BCG6","Jollibee - New Hildago","F. R. Hidalgo Street, 383, Quiapo, Third District, Manila, Capital District, Metro Manila, 1001, Philippines","Manila","NCR","1001","PH","14.597933","120.984415",
"Jollibee GrabFood","2-CYLTTKKWCLA3LE","Jollibee - Quintin Paredes","Pacific Center, 460, Quintin Paredes Road, Binondo, Third District, Manila, Capital District, Metro Manila, 1006, Philippines","Manila","NCR","1006","PH","14.598246","120.97581",
"Jollibee GrabFood","2-CY2CR65TCNDGRT","Jollibee - Quinta Market","229, Carlos Palanca Street, 306, Quiapo, Third District, Manila, Capital District, Metro Manila, 1001, Philippines","Manila","NCR","1001","PH","14.596570533333","120.9830646193",
"Jollibee GrabFood","2-CY2CR65JFAVFTJ","Jollibee - Isetann Recto","Goldilocks, C. M. Recto Avenue, 308, Quiapo, Third District, Manila, Capital District, Metro Manila, 1001, Philippines","Manila","NCR","1001","PH","14.602885","120.984585",
"Jollibee GrabFood","2-CY2CR65JL3UCJX","Jollibee - Morayta","855, R. Papa Street, Sampaloc, Fourth District, Manila, Capital District, Metro Manila, 1001, Philippines","Manila","NCR","1001","PH","14.603928","120.987692",
"Jollibee GrabFood","2-CYLTTKKXFET2SE","Jollibee - Metropoli C5 Libis","E. Rodriguez Jr. Avenue, Bagumbayan, Ugong Norte, 3rd District, Quezon City, Eastern Manila District, Metro Manila, 1110, Philippines","Quezon City","NCR","1110","PH","14.601665","121.079427",
"Jollibee GrabFood","2-CYLTTKLYPB2KSA","Jollibee - Greenmeadows","Jollibee, Green Meadows Avenue, Bagumbayan, Ugong Norte, 3rd District, Quezon City, Eastern Manila District, Metro Manila, 1110, Philippines","Quezon City","NCR","1110","PH","14.601895","121.07914",
"Jollibee GrabFood","2-CYLTTKMBPFMCRA","Jollibee - Munoz","Munoz Junction, EDSA, Ramon Magsaysay, Bago Bantay, 1st District, Quezon City, Eastern Manila District, Metro Manila, 1105, Philippines","Quezon City","NCR","1105","PH","14.657448","121.019858",
"Jollibee GrabFood","2-CY2CR65JRYCEWE","Jollibee - Waltermart Munoz","Jollibee, EDSA, Veterans Village, Project 7, 1st District, Quezon City, Eastern Manila District, Metro Manila, 1105, Philippines","Quezon City","NCR","1105","PH","14.657174","121.020902",
"Jollibee GrabFood","2-CYM1WAKFN7NYEJ","Jollibee - Jackman E Congressional","Jollibee, EDSA, Ramon Magsaysay, Bago Bantay, 1st District, Quezon City, Eastern Manila District, Metro Manila, 1105, Philippines","Quezon City","NCR","1105","PH","14.657894","121.021007",
"Jollibee GrabFood","2-CYMVWGDWCFEJHE","Jollibee - Bago Bantay","Jollibee, Santo Nino Street, Ramon Magsaysay, Bago Bantay, 1st District, Quezon City, Eastern Manila District, Metro Manila, 1105, Philippines","Quezon City","NCR","1105","PH","14.659791307913","121.02585799564",
"Jollibee GrabFood","2-CYLTTKLVCPKFTJ","Jollibee - Scout Tobias","Jollibee, Timog Avenue, South Triangle, Scout Area, Diliman, 4th District, Quezon City, Eastern Manila District, Metro Manila, 1103, Philippines","Quezon City","NCR","1103","PH","14.636142809656","121.03131791286",
"Jollibee GrabFood","2-CYLTTKM3LYJ3TN","Jollibee - National Bookstore Quezon Ave","Jollibee, Quezon Avenue, South Triangle, Scout Area, Diliman, 4th District, Quezon City, Eastern Manila District, Metro Manila, 1103, Philippines","Quezon City","NCR","1103","PH","14.639653","121.030673",
"Jollibee GrabFood","2-C63AT2VDCEKTGN","Jollibee - Zabarte Road Drive Thru","Main Building, Zabarte Road, Barangay 175, Zone 15, Camarin, District 1, Caloocan, Northern Manila District, Metro Manila, 1422, Philippines","Caloocan","NCR","1422","PH","14.756252","121.043522",
"Jollibee GrabFood","2-CYLTTKKFVUAUAA","Jollibee - Zabarte Town Center","Zabarte Town Center, Camarin Road, Barangay 175, Zone 15, Camarin, District 1, Caloocan, Northern Manila District, Metro Manila, 1422, Philippines","Caloocan","NCR","1422","PH","14.756257772446","121.04360067844",
"Jollibee GrabFood","2-CY2CR65JTFUUAJ","Jollibee - Olympus Arcade","Jollibee, Zabarte Road, Pag-asa, Kaligayahan, 5th District, Quezon City, Eastern Manila District, Metro Manila, 1124, Philippines","Quezon City","NCR","1124","PH","14.739915847778","121.0469911",
"Jollibee GrabFood","2-C4KHSFUFUEJ2E2","Jollibee - XRC Montana","A. Mabini Street, Burgos, San Jose, Montalban, Rizal, Calabarzon, 1860, Philippines","Montalban","RIZ","1860","PH","14.715468","121.136488",
"Jollibee GrabFood","2-C24VCYJDR7JFCX","Jollibee - Montalban Munisipyo","Jollibee, J. P. Rizal Avenue, Balite, San Rafael, Montalban, Rizal, Calabarzon, 1860, Philippines","Montalban","RIZ","1860","PH","14.73258","121.145496",
"Jollibee GrabFood","2-CY2CR65KWCAZDA","Jollibee - Plaza Lorenzo Ruiz","Jollibee, Juan Luna Street, Divisoria, Binondo, Third District, Manila, Capital District, Metro Manila, 1006, Philippines","Manila","NCR","1006","PH","14.60089455","120.9733123",
"Jollibee GrabFood","2-CY2CR65KCFKXV6","Jollibee - 999 Mall","999 Shopping Mall, C. M. Recto Avenue, Divisoria, Tondo, Second District, Manila, Capital District, Metro Manila, 1010, Philippines","Manila","NCR","1010","PH","14.604711","120.973244",
"Jollibee GrabFood","2-C65JEVDWALBWAE","Jollibee - 168 Mall","168 Shopping Mall, M. de Santos Street, Divisoria, San Nicolas, Third District, Manila, Capital District, Metro Manila, 1010, Philippines","Manila","NCR","1010","PH","14.604984","120.971901",
"Jollibee GrabFood","2-CYM1WAKFETXYCA","Jollibee - Aduana - Intramuros","Jollibee, Muelle del Rio, Barangay 656, Intramuros, Fifth District, Manila, Capital District, Metro Manila, 1002, Philippines","Manila","NCR","1002","PH","14.593906","120.974025",
"Jollibee GrabFood","2-C4D2LJXGRFNVEA","Jollibee - Imus Southbound","Jollibee, Aguinaldo Highway, Pasong Santol, Anabu II-E, Imus, Cavite, Calabarzon, 4103, Philippines","Imus","CAV","4103","PH","14.365425","120.938125",
"Jollibee GrabFood","2-CY2CR65HKBNCCA","Jollibee - Imus Anabu","Aguinaldo Highway, Anabu II-D, Imus, Cavite, Calabarzon, 4103, Philippines","Imus","CAV","4103","PH","14.375076","120.939078",
"Jollibee GrabFood","2-CZLJTFCXJCDGEA","Jollibee - Dasma Cental","Central Mall Dasmarinas, Aguinaldo Highway, Salitran 1, Salitran, Dasmarinas, Cavite, Calabarzon, 4114, Philippines","Dasmarinas","CAV","4114","PH","14.3501899","120.9380422",
"Jollibee GrabFood","2-C3XZWEVDFBC1T6","Jollibee - Imus Aguinaldo","Jollibee, 2488-B-6-B, Aguinaldo Highway, Anabu I-E, Imus, Cavite, Calabarzon, 4103, Philippines","Imus","CAV","4103","PH","14.3919442","120.9401301",
"Jollibee GrabFood","2-C6WTUALCMCE2L6","Jollibee - Butuan Libertad","J.C. Aquino Avenue, Bayanihan, Libertad, Butuan, Caraga, 8600, Philippines","Butuan","AGN","8600","PH","8.943901646","125.5047127",
"Jollibee GrabFood","2-C2JDJNUTRBBXJA","Jollibee - Robinsons Butuan","Robinsons Place Butuan, J.C. Aquino Avenue, Bayanihan, Libertad, Butuan, Caraga, 8600, Philippines","Butuan","AGN","8600","PH","8.942636","125.519753",
"Jollibee GrabFood","2-C2JDJNUTRUJELN","Jollibee - Butuan Highway","Jollibee, Victoria Avenue, Bayanihan, Doongan, Butuan, Caraga, 8600, Philippines","Butuan","AGN","8600","PH","8.9436574947191","125.52142677714",
"Jollibee GrabFood","2-CYLTTU4YRPM1CX","Jollibee - Hanston Square Building","Jollibee Center, San Miguel Avenue, San Antonio, Pasig First District, Pasig, Eastern Manila District, Metro Manila, 1605, Philippines","Pasig","NCR","1605","PH","14.579270541379","121.0583472",
"Jollibee GrabFood","2-CYU1TKNFL3EEWA","Jollibee - Tycoon Building","Kunhwa, 2304, Pearl Drive, San Antonio, Pasig First District, Pasig, Eastern Manila District, Metro Manila, 1605, Philippines","Pasig","NCR","1605","PH","14.581588","121.061015",
"Jollibee GrabFood","2-CY2CR65KV6CVWA","Jollibee - Shaw Escriva","Red Ribbon, Shaw Boulevard, San Antonio, Pasig First District, Pasig, Eastern Manila District, Metro Manila, 1605, Philippines","Pasig","NCR","1605","PH","14.5771819","121.058703",
"Jollibee GrabFood","2-CY2WV3D3RCA3R2","Jollibee - SM Megamall","Chowking, Saint Francis Street, Wack-Wack Greenhills, Mandaluyong, Eastern Manila District, Metro Manila, 1605, Philippines","Mandaluyong","NCR","1605","PH","14.583212","121.05679",
"Jollibee GrabFood","2-CZKCBEUXBBTCKE","Jollibee - Shangrila","Shangri-La Plaza, Shaw Boulevard, Wack-Wack Greenhills, Mandaluyong, Eastern Manila District, Metro Manila, 1555, Philippines","Mandaluyong","NCR","1555","PH","14.581152666667","121.0547647",
"Jollibee GrabFood","2-C4LZCUCYRUMEJ6","Jollibee - Naga Almeda Highway","Almeda Highway, Concepcion Grande, Naga, Bicol Region, 4400, Philippines","Naga","CAS","4400","PH","13.61655778","123.2273547",
"Jollibee GrabFood","2-C66AG4DAVNUWN2","Jollibee - Naga Roxas","Jollibee, Roxas Avenue, Triangulo, Naga, Bicol Region, 4400, Philippines","Naga","CAS","4400","PH","13.61587241","123.1914366",
"Jollibee GrabFood","2-C2XERVLUE6M3TA","Jollibee - Trece","Jollibee, Trece Martires-Indang Road, San Agustin, Trece Martires, Cavite, Calabarzon, 4109, Philippines","Trece Martires","CAV","4109","PH","14.281547","120.868269",
"Jollibee GrabFood","2-C3CFRKA3JZEJGE","Jollibee - SM Trece Martires","San Agustin, Trece Martires, Cavite, Calabarzon, 4109, Philippines","Trece Martires","CAV","4109","PH","14.28019","120.866005",
"Jollibee GrabFood","2-C24VCYJCJA4AAX","Jollibee - Waltermart Trece","Chowking, Governors Drive, San Agustin, Trece Martires, Cavite, Calabarzon, 4109, Philippines","Trece Martires","CAV","4109","PH","14.280585","120.871376",
"Jollibee GrabFood","2-C6AWHCJHCLNKT2","Jollibee - WM Muntinlupa","W.Mall, West Service Road, President Villas, Sucat, Muntinlupa District 2, Muntinlupa, Southern Manila District, Metro Manila, 1719, Philippines","Muntinlupa","NCR","1719","PH","14.44787741","121.0450458",
"Jollibee GrabFood","2-CYNATY2FG8MTLT","Jollibee - Shopwise Sucat","Dr. A. Santos Avenue, San Antonio, Paranaque District 2, Paranaque, Southern Manila District, Metro Manila, 1700, Philippines","Paranaque","NCR","1700","PH","14.4566499","121.0360088",
"Jollibee GrabFood","2-CZADRF6CAXAZRA","Jollibee - SM City BF","SM BF Paranaque, President Laurel Street, BF Homes, Paranaque District 2, Paranaque, Southern Manila District, Metro Manila, 1270, Philippines","Paranaque","NCR","1270","PH","14.458042","121.032549",
"Jollibee GrabFood","2-C4MKGT32GENXKA","Jollibee - Pilar Reloc","Jollibee, Pilar Road, Almanza Uno, 2nd District, Las Pinas, Southern Manila District, Metro Manila, 1740, Philippines","Las Pinas","NCR","1740","PH","14.43189464","121.0140828",
"Jollibee GrabFood","2-CY2FEE3GCX3BNT","Jollibee - SM City Southmall","SM Southmall, Alabang-Zapote Road, BF Homes Hernandez, Almanza Uno, 2nd District, Las Pinas, Southern Manila District, Metro Manila, 1750, Philippines","Las Pinas","NCR","1750","PH","14.433783765","121.01081953521",
"Jollibee GrabFood","2-CYNATY2EHGNKEA","Jollibee - Pilar","Jollibee, Pilar Road, Almanza Uno, 2nd District, Las Pinas, Southern Manila District, Metro Manila, 1740, Philippines","Las Pinas","NCR","1740","PH","14.4318391","121.01404832304",
"Jollibee GrabFood","2-C4MERAK1GK2VRX","Jollibee - Laurel Lipa","Jollibee, President Jose P. Laurel Highway, Sabang, Lipa, Batangas, Calabarzon, 4217, Philippines","Lipa","BTG","4217","PH","13.95648143","121.16580167",
"Jollibee GrabFood","2-C2ADC3WTARMTGA","Jollibee - Fiesta World Mall Lipa","Alaminos-Lipa City Road, Marauoy, Talisay, Lipa, Batangas, Calabarzon, 4127, Philippines","Lipa","BTG","4127","PH","13.9614773","121.1689945",
"Jollibee GrabFood","2-C2ADC3WTAJ4AJX","Jollibee - SM City Lipa","Ayala Highway, Sabang, Lipa, Batangas, Calabarzon, 4217, Philippines","Lipa","BTG","4217","PH","13.953804","121.163265",
"Jollibee GrabFood","2-C2ADC3WTBE3DRN","Jollibee - Lipa Bayan","Jollibee, C. M. Recto Avenue, 5, Poblacion, Lipa, Batangas, Calabarzon, 4217, Philippines","Lipa","BTG","4217","PH","13.941337","121.162666",
"Jollibee GrabFood","2-C4MKTT51JNEXAN","Jollibee - SM Center San Pedro","SM Center San Pedro, 3rd Avenue, United Bayanihan, San Pedro, Laguna, Calabarzon, 4023, Philippines","San Pedro","LAG","4023","PH","14.334396","121.028809",
"Jollibee GrabFood","2-C6TEFA3BUFEHGX","Jollibee - Lica Malls San Pedro","San Vicente Road, Villa Olympia 1, San Vicente, San Pedro, Laguna, Calabarzon, 4023, Philippines","San Pedro","LAG","4023","PH","14.34299634","121.0379323",
"Jollibee GrabFood","2-CZLXAJEJA8EFT6","Jollibee - Carmona Highway","Jollibee, Governors Drive, Cabilang Baybay, Carmona, Cavite, Calabarzon, 4116, Philippines","Carmona","CAV","4116","PH","14.3109191","121.04039490223",
"Jollibee GrabFood","2-C4NDAUVKVFCJKA","Jollibee - SM Santo Tomas","Maharlika Highway, San Miguel, Santo Tomas, Batangas, Calabarzon, 4234, Philippines","Santo Tomas","BTG","4234","PH","14.10535808","121.1503017",
"Jollibee GrabFood","2-C4BEWEJKHBNCBE","Jollibee - Sto. Tomas Batangas","Jollibee, Governor Malvar Street, 2, Santo Tomas, Batangas, Calabarzon, 4234, Philippines","Santo Tomas","BTG","4234","PH","14.11081193","121.1444695",
"Jollibee GrabFood","2-C4BEWEJKJBX1WE","Jollibee - Tanauan Crossing","President Jose P. Laurel Highway, Barangay 1, 1, 2, Tanauan, Batangas, Calabarzon, 4232, Philippines","Tanauan","BTG","4232","PH","14.084746","121.149864",
"Jollibee GrabFood","2-C4B2NUV3CEX1TJ","Jollibee - Padre Pio Sto Tomas Batangas","Saranghae, Maharlika Highway, San Vicente, San Pedro, Santo Tomas, Batangas, Calabarzon, 4234, Philippines","Santo Tomas","BTG","4234","PH","14.08744858","121.1779051",
"Jollibee GrabFood","2-C4B2RPV1RYWVAE","Jollibee - Victory Mall Tanauan","Mabini Avenue, Barangay 6, 2, Tanauan, Batangas, Calabarzon, 4232, Philippines","Tanauan","BTG","4232","PH","14.08343","121.146495",
"Jollibee GrabFood","2-C4BEWEJKHE4CDE","Jollibee - Waltermart Tanauan","President Jose P. Laurel Highway, San Sebastian Village, Hidalgo, Tanauan, Batangas, Calabarzon, 4232, Philippines","Tanauan","BTG","4232","PH","14.0744427","121.1510865",
"Jollibee GrabFood","2-C6AVGE4DC6NDN6","Jollibee - Pampang Angeles","Purok 4B, Amsic, Angeles, Central Luzon, 2009, Philippines","Angeles","PAM","2009","PH","15.14967361","120.5833314",
"Jollibee GrabFood","2-CZJVNKXHR76EAT","Jollibee - Robinsons Angeles","Jollibee, L1, MacArthur Highway, Malabanias, Ninoy Aquino, Angeles, Central Luzon, 2009, Philippines","Angeles","PAM","2009","PH","15.1570602","120.5919155",
"Jollibee GrabFood","2-C3NHJFLGTCCFPA","Jollibee - Jumbo Jenra","Jumbo Jenra Angeles, 509, Jesus Street, Lourdes Sur, Angeles, Central Luzon, 2009, Philippines","Angeles","PAM","2009","PH","15.1402156","120.5880399",
"Jollibee GrabFood","2-CZEVRBABMFCXNE","Jollibee - Sta Maria Balibago","Jollibee - Sta. Maria, MacArthur Highway, San Miguel, Ninoy Aquino, Angeles, Central Luzon, 2009, Philippines","Angeles","PAM","2009","PH","15.15919397","120.5921841",
"Jollibee GrabFood","2-CY2CR65JA6A2JE","Jollibee - Angeles","Rizal Street, Lourdes Sur, Angeles, Central Luzon, 2009, Philippines","Angeles","PAM","2009","PH","15.1386695","120.5875292",
"Jollibee GrabFood","2-C2WYE6WVAT5DL6","Jollibee - Santa Cruz Laguna","Jollibee, Pedro Guevarra Avenue, Barangay III, Santa Cruz, Laguna, Calabarzon, 4009, Philippines","Santa Cruz","LAG","4009","PH","14.283041","121.415119",
"Jollibee GrabFood","2-C6B1GYWVGRJWCX","Jollibee - Santa Cruz Highway","National Highway, Sitio Yakal, Labuin, Santa Cruz, Laguna, Calabarzon, 4009, Philippines","Santa Cruz","LAG","4009","PH","14.25785082","121.396439",
"Jollibee GrabFood","2-C6DGRXEENRNEC6","Jollibee - Angono Baytown","Seaoil, M. L. Quezon Avenue, Sitio Pinagpala, San Isidro, Angono, Rizal, Calabarzon, 1930, Philippines","Angono","RIZ","1930","PH","14.53627","121.149832",
"Jollibee GrabFood","2-C2AVNJJVEBVCVE","Jollibee - SM Center Angono","SM Center Angono, M. L. Quezon Avenue, Sitio Pinagpala, San Isidro, Angono, Rizal, Calabarzon, 1930, Philippines","Angono","RIZ","1930","PH","14.531477773309","121.1538991417",
"Jollibee GrabFood","2-C2BVNVKWETM3ET","Jollibee - Puregold Taytay","Puregold Taytay, Avenida Tanchoco, El Monteverde, San Juan, Taytay, Rizal, Calabarzon, 1920, Philippines","Taytay","RIZ","1920","PH","14.554576","121.138091",
"Jollibee GrabFood","2-C2CHJ4JGJ2UGLE","Jollibee - Taytay Uptown","Jollibee Drive-Thru, Batong Dalig, San Juan, Taytay, Rizal, Calabarzon, 1920, Philippines","Taytay","RIZ","1920","PH","14.558902952005","121.13572023146",
"Jollibee GrabFood","2-C2AVNJJVELLJVN","Jollibee - Angono Bayan","Unishoppe, Don Justo Guido Street, Palomo, San Pedro, Angono, Rizal, Calabarzon, 1930, Philippines","Angono","RIZ","1930","PH","14.523058","121.153397",
"Jollibee GrabFood","2-C6DCG7M3LAKDHE","Jollibee - Antero Soriano Noveleta","UniOil, Antero Soriano Highway, Santa Rosa II, General Trias, Cavite, Calabarzon, 4107, Philippines","General Trias","CAV","4107","PH","14.41754586","120.8822065",
